reporting_period,reporting_date,customer_id,total_revenue
Month,2022-05-01,19,33.95
Month,2022-05-01,20,19.95
Month,2022-05-01,21,15.97
Month,2022-05-01,22,47.92
Month,2022-05-01,23,20.96
Month,2022-05-01,24,14.97
Month,2022-05-01,25,13.95
Month,2022-05-01,26,32.93
Month,2022-05-01,27,15.94
Month,2022-05-01,28,22.95
Month,2022-05-01,29,27.94
Month,2022-05-01,31,22.94
Month,2022-05-01,32,30.94
Month,2022-05-01,33,23.96
Month,2022-05-01,34,11.97
Month,2022-05-01,35,33.92
Month,2022-05-01,36,19.94
Month,2022-05-01,37,36.91
Month,2022-05-01,38,19.94
Month,2022-05-01,40,8.96
Month,2022-05-01,42,24.93
Month,2022-05-01,43,12.97
Month,2022-05-01,44,18.97
Month,2022-05-01,45,25.94
Month,2022-05-01,46,22.95
Month,2022-05-01,47,16.96
Month,2022-05-01,49,13.96
Month,2022-05-01,50,34.92
Month,2022-05-01,51,27.95
Month,2022-05-01,53,31.91
Month,2022-05-01,54,12.97
Month,2022-05-01,55,20.96
Month,2022-05-01,58,25.95
Month,2022-05-01,59,30.94
Month,2022-05-01,60,27.94
Month,2022-05-01,63,45.92
Month,2022-05-01,64,21.94
Month,2022-05-01,65,14.96
Month,2022-05-01,66,13.96
Month,2022-05-01,68,11.96
Month,2022-05-01,69,19.96
Month,2022-05-01,71,8.96
Month,2022-05-01,72,18.95
Month,2022-05-01,73,17.96
Month,2022-05-01,74,20.95
Month,2022-05-01,75,18.96
Month,2022-05-01,76,23.92
Month,2022-05-01,77,13.96
Month,2022-05-01,78,10.96
Month,2022-05-01,79,23.94
Month,2022-05-01,80,11.96
Month,2022-05-01,81,20.95
Month,2022-05-01,83,10.97
Month,2022-05-01,84,5.96
Month,2022-05-01,85,14.97
Month,2022-05-01,86,34.92
Month,2022-05-01,87,32.92
Month,2022-05-01,89,20.97
Month,2022-05-01,90,26.93
Month,2022-05-01,91,18.95
Month,2022-05-01,92,38.93
Month,2022-05-01,93,20.95
Month,2022-05-01,94,16.95
Month,2022-05-01,95,14.96
Month,2022-05-01,96,19.95
Month,2022-05-01,97,1.98
Month,2022-05-01,98,10.98
Month,2022-05-01,99,10.97
Month,2022-05-01,100,13.97
Month,2022-05-01,101,4.98
Month,2022-05-01,103,24.95
Month,2022-05-01,104,11.96
Month,2022-05-01,105,30.94
Month,2022-05-01,108,23.95
Month,2022-05-01,109,9.97
Month,2022-05-01,112,31.93
Month,2022-05-01,113,30.95
Month,2022-05-01,114,18.95
Month,2022-05-01,115,13.95
Month,2022-05-01,116,2.97
Month,2022-05-01,117,12.96
Month,2022-05-01,118,8.97
Month,2022-05-01,119,18.96
Month,2022-05-01,120,40.94
Month,2022-05-01,121,21.95
Month,2022-05-01,122,23.95
Month,2022-05-01,124,17.96
Month,2022-05-01,127,26.96
Month,2022-05-01,128,24.93
Month,2022-05-01,129,38.93
Month,2022-05-01,130,16.94
Month,2022-05-01,131,19.95
Month,2022-05-01,132,48.9
Month,2022-05-01,133,16.95
Month,2022-05-01,134,23.95
Month,2022-05-01,135,13.95
Month,2022-05-01,136,13.98
Month,2022-05-01,137,39.94
Month,2022-05-01,138,21.94
Month,2022-05-01,139,31.92
Month,2022-05-01,140,18.95
Month,2022-05-01,142,13.95
Month,2022-05-01,143,6.97
Month,2022-05-01,144,43.9
Month,2022-05-01,145,27.93
Month,2022-05-01,146,15.97
Month,2022-05-01,148,29.93
Month,2022-05-01,149,33.93
Month,2022-05-01,150,16.97
Month,2022-05-01,151,20.95
Month,2022-05-01,153,7.97
Month,2022-05-01,154,23.96
Month,2022-05-01,155,17.96
Month,2022-05-01,156,21.94
Month,2022-05-01,157,16.95
Month,2022-05-01,158,10.97
Month,2022-05-01,159,9.96
Month,2022-05-01,161,21.95
Month,2022-05-01,165,13.97
Month,2022-05-01,166,33.93
Month,2022-05-01,167,15.94
Month,2022-05-01,168,19.96
Month,2022-05-01,169,26.94
Month,2022-05-01,170,17.96
Month,2022-05-01,172,28.93
Month,2022-05-01,173,29.92
Month,2022-05-01,175,10.95
Month,2022-05-01,176,40.91
Month,2022-05-01,177,6.97
Month,2022-05-01,178,26.95
Month,2022-05-01,179,25.95
Month,2022-05-01,180,13.98
Month,2022-05-01,181,21.95
Month,2022-05-01,182,16.97
Month,2022-05-01,183,19.94
Month,2022-05-01,184,17.95
Month,2022-05-01,185,7.96
Month,2022-05-01,186,10.97
Month,2022-05-01,187,26.96
Month,2022-05-01,188,15.96
Month,2022-05-01,189,38.94
Month,2022-05-01,190,12.96
Month,2022-05-01,191,11.95
Month,2022-05-01,192,14.96
Month,2022-05-01,194,20.96
Month,2022-05-01,195,14.96
Month,2022-05-01,196,12.96
Month,2022-05-01,197,28.93
Month,2022-05-01,198,20.96
Month,2022-05-01,199,29.93
Month,2022-05-01,200,24.94
Month,2022-05-01,201,8.97
Month,2022-05-01,202,11.96
Month,2022-05-01,204,18.95
Month,2022-05-01,206,15.97
Month,2022-05-01,207,15.95
Month,2022-05-01,208,21.94
Month,2022-05-01,209,64.87
Month,2022-05-01,211,15.95
Month,2022-05-01,212,13.95
Month,2022-05-01,213,13.96
Month,2022-05-01,214,20.95
Month,2022-05-01,216,15.98
Month,2022-05-01,217,12.97
Month,2022-05-01,219,27.96
Month,2022-05-01,221,6.97
Month,2022-05-01,223,18.97
Month,2022-05-01,224,9.95
Month,2022-05-01,225,17.96
Month,2022-05-01,226,9.96
Month,2022-05-01,227,13.95
Month,2022-05-01,228,10.96
Month,2022-05-01,229,15.95
Month,2022-05-01,230,20.93
Month,2022-05-01,231,20.96
Month,2022-05-01,233,18.95
Month,2022-05-01,234,10.97
Month,2022-05-01,235,14.96
Month,2022-05-01,236,22.94
Month,2022-05-01,238,8.97
Month,2022-05-01,239,31.93
Month,2022-05-01,240,28.94
Month,2022-05-01,242,14.98
Month,2022-05-01,243,13.97
Month,2022-05-01,244,15.97
Month,2022-05-01,245,32.91
Month,2022-05-01,246,23.94
Month,2022-05-01,247,24.94
Month,2022-05-01,252,10.95
Month,2022-05-01,253,20.95
Month,2022-05-01,254,33.9
Month,2022-05-01,255,14.97
Month,2022-05-01,256,34.93
Month,2022-05-01,257,23.94
Month,2022-05-01,258,20.96
Month,2022-05-01,259,24.95
Month,2022-05-01,260,8.96
Month,2022-05-01,261,13.97
Month,2022-05-01,262,12.98
Month,2022-05-01,263,23.96
Month,2022-05-01,264,10.95
Month,2022-05-01,265,21.95
Month,2022-05-01,266,19.95
Month,2022-05-01,267,23.95
Month,2022-05-01,268,40.92
Month,2022-05-01,269,22.96
Month,2022-05-01,270,14.97
Month,2022-05-01,271,10.96
Month,2022-05-01,273,29.95
Month,2022-05-01,274,53.88
Month,2022-05-01,276,23.95
Month,2022-05-01,278,22.94
Month,2022-05-01,279,18.95
Month,2022-05-01,280,7.96
Month,2022-05-01,283,9.96
Month,2022-05-01,284,23.93
Month,2022-05-01,285,35.94
Month,2022-05-01,288,15.97
Month,2022-05-01,290,19.97
Month,2022-05-01,291,16.96
Month,2022-05-01,292,9.96
Month,2022-05-01,293,39.92
Month,2022-05-01,294,20.95
Month,2022-05-01,295,28.93
Month,2022-05-01,296,15.96
Month,2022-05-01,297,32.92
Month,2022-05-01,299,27.94
Month,2022-05-01,300,6.97
Month,2022-05-01,302,7.96
Month,2022-05-01,303,38.93
Month,2022-05-01,305,32.95
Month,2022-05-01,306,8.97
Month,2022-05-01,307,16.95
Month,2022-05-01,308,33.93
Month,2022-05-01,309,28.95
Month,2022-05-01,313,19.95
Month,2022-05-01,314,28.93
Month,2022-05-01,316,44.91
Month,2022-05-01,317,21.94
Month,2022-05-01,319,34.93
Month,2022-05-01,320,8.97
Month,2022-05-01,321,17.97
Month,2022-05-01,322,29.94
Month,2022-05-01,323,14.96
Month,2022-05-01,324,11.96
Month,2022-05-01,325,16.96
Month,2022-05-01,326,22.94
Month,2022-05-01,327,35.92
Month,2022-05-01,328,12.97
Month,2022-05-01,329,18.94
Month,2022-05-01,330,21.92
Month,2022-05-01,331,19.96
Month,2022-05-01,332,18.95
Month,2022-05-01,333,23.93
Month,2022-05-01,335,19.95
Month,2022-05-01,336,19.96
Month,2022-05-01,337,33.94
Month,2022-05-01,338,24.94
Month,2022-05-01,339,32.93
Month,2022-05-01,340,6.97
Month,2022-05-01,341,42.93
Month,2022-05-01,342,22.94
Month,2022-05-01,343,25.95
Month,2022-05-01,344,11.97
Month,2022-05-01,345,21.96
Month,2022-05-01,347,30.93
Month,2022-05-01,348,16.95
Month,2022-05-01,350,16.93
Month,2022-05-01,352,29.95
Month,2022-05-01,353,18.95
Month,2022-05-01,354,16.95
Month,2022-05-01,355,8.97
Month,2022-05-01,356,23.95
Month,2022-05-01,357,25.92
Month,2022-05-01,359,15.95
Month,2022-05-01,360,33.93
Month,2022-05-01,361,10.98
Month,2022-05-01,362,36.92
Month,2022-05-01,363,15.97
Month,2022-05-01,365,13.96
Month,2022-05-01,366,18.96
Month,2022-05-01,367,32.94
Month,2022-05-01,368,36.95
Month,2022-05-01,369,21.95
Month,2022-05-01,371,28.92
Month,2022-05-01,372,15.96
Month,2022-05-01,373,14.97
Month,2022-05-01,374,21.95
Month,2022-05-01,375,18.95
Month,2022-05-01,376,17.96
Month,2022-05-01,377,16.94
Month,2022-05-01,378,9.97
Month,2022-05-01,379,23.96
Month,2022-05-01,380,28.92
Month,2022-05-01,381,10.97
Month,2022-05-01,382,12.96
Month,2022-05-01,384,7.96
Month,2022-05-01,385,33.93
Month,2022-05-01,387,7.97
Month,2022-05-01,388,21.96
Month,2022-05-01,389,38.93
Month,2022-05-01,390,14.97
Month,2022-05-01,391,24.95
Month,2022-05-01,392,20.95
Month,2022-05-01,393,34.91
Month,2022-05-01,395,4.97
Month,2022-05-01,396,17.96
Month,2022-05-01,397,35.91
Month,2022-05-01,398,16.97
Month,2022-05-01,400,29.94
Month,2022-05-01,403,37.93
Month,2022-05-01,404,47.9
Month,2022-05-01,405,22.93
Month,2022-05-01,406,12.96
Month,2022-05-01,407,13.97
Month,2022-05-01,408,9.96
Month,2022-05-01,409,20.95
Month,2022-05-01,410,16.96
Month,2022-05-01,411,21.96
Month,2022-05-01,412,17.98
Month,2022-05-01,413,19.96
Month,2022-05-01,414,28.93
Month,2022-05-01,415,19.96
Month,2022-05-01,416,16.96
Month,2022-05-01,417,10.97
Month,2022-05-01,418,19.94
Month,2022-05-01,419,29.95
Month,2022-05-01,420,13.97
Month,2022-05-01,421,23.94
Month,2022-05-01,422,11.95
Month,2022-05-01,423,18.97
Month,2022-05-01,424,7.96
Month,2022-05-01,425,4.97
Month,2022-05-01,426,17.95
Month,2022-05-01,428,11.96
Month,2022-05-01,429,26.93
Month,2022-05-01,430,12.97
Month,2022-05-01,432,16.97
Month,2022-05-01,433,10.98
Month,2022-05-01,434,38.94
Month,2022-05-01,435,20.95
Month,2022-05-01,436,21.94
Month,2022-05-01,437,14.97
Month,2022-05-01,438,19.96
Month,2022-05-01,439,18.95
Month,2022-05-01,440,17.94
Month,2022-05-01,442,16.95
Month,2022-05-01,444,20.95
Month,2022-05-01,445,17.96
Month,2022-05-01,446,31.93
Month,2022-05-01,447,30.93
Month,2022-05-01,449,16.97
Month,2022-05-01,450,13.96
Month,2022-05-01,451,16.95
Month,2022-05-01,452,33.91
Month,2022-05-01,453,25.95
Month,2022-05-01,454,26.94
Month,2022-05-01,455,4.98
Month,2022-05-01,456,26.94
Month,2022-05-01,457,19.95
Month,2022-05-01,458,13.97
Month,2022-05-01,459,30.95
Month,2022-05-01,460,31.93
Month,2022-05-01,461,15.94
Month,2022-05-01,462,33.94
Month,2022-05-01,463,9.96
Month,2022-05-01,467,16.94
Month,2022-05-01,468,22.95
Month,2022-05-01,469,24.94
Month,2022-05-01,470,16.96
Month,2022-05-01,471,19.95
Month,2022-05-01,472,38.92
Month,2022-05-01,473,22.95
Month,2022-05-01,475,9.97
Month,2022-05-01,476,26.95
Month,2022-05-01,478,10.97
Month,2022-05-01,479,29.95
Month,2022-05-01,480,23.94
Month,2022-05-01,481,30.92
Month,2022-05-01,482,44.93
Month,2022-05-01,483,23.96
Month,2022-05-01,484,35.93
Month,2022-05-01,485,30.93
Month,2022-05-01,486,32.93
Month,2022-05-01,487,29.95
Month,2022-05-01,488,9.97
Month,2022-05-01,489,21.96
Month,2022-05-01,490,16.97
Month,2022-05-01,491,11.96
Month,2022-05-01,492,16.97
Month,2022-05-01,493,30.94
Month,2022-05-01,494,28.94
Month,2022-05-01,495,28.95
Month,2022-05-01,498,27.92
Month,2022-05-01,499,14.96
Month,2022-05-01,501,18.96
Month,2022-05-01,502,22.96
Month,2022-05-01,503,11.96
Month,2022-05-01,504,14.97
Month,2022-05-01,505,14.96
Month,2022-05-01,506,19.93
Month,2022-05-01,507,35.92
Month,2022-05-01,508,13.98
Month,2022-05-01,510,14.96
Month,2022-05-01,511,14.95
Month,2022-05-01,512,25.94
Month,2022-05-01,513,29.94
Month,2022-05-01,514,17.94
Month,2022-05-01,516,7.97
Month,2022-05-01,517,27.94
Month,2022-05-01,518,26.94
Month,2022-05-01,519,15.95
Month,2022-05-01,520,20.96
Month,2022-05-01,521,16.93
Month,2022-05-01,522,22.95
Month,2022-05-01,523,36.92
Month,2022-05-01,524,14.97
Month,2022-05-01,526,17.95
Month,2022-05-01,527,19.97
Month,2022-05-01,528,18.95
Month,2022-05-01,529,26.94
Month,2022-05-01,530,20.94
Month,2022-05-01,531,34.94
Month,2022-05-01,532,50.91
Month,2022-05-01,533,21.94
Month,2022-05-01,534,16.95
Month,2022-05-01,535,32.95
Month,2022-05-01,536,16.96
Month,2022-05-01,538,18.96
Month,2022-05-01,539,10.98
Month,2022-05-01,540,15.96
Month,2022-05-01,541,15.95
Month,2022-05-01,542,33.94
Month,2022-05-01,543,17.95
Month,2022-05-01,545,14.97
Month,2022-05-01,546,13.97
Month,2022-05-01,548,16.96
Month,2022-05-01,549,6.97
Month,2022-05-01,550,30.93
Month,2022-05-01,551,19.95
Month,2022-05-01,553,16.97
Month,2022-05-01,554,16.97
Month,2022-05-01,556,11.97
Month,2022-05-01,558,3.97
Month,2022-05-01,560,20.94
Month,2022-05-01,561,13.96
Month,2022-05-01,562,18.95
Month,2022-05-01,563,4.97
Month,2022-05-01,564,20.96
Month,2022-05-01,565,19.95
Month,2022-05-01,566,12.95
Month,2022-05-01,567,19.96
Month,2022-05-01,568,12.96
Month,2022-05-01,569,32.92
Month,2022-05-01,571,16.95
Month,2022-05-01,572,10.98
Month,2022-05-01,573,29.94
Month,2022-05-01,574,27.93
Month,2022-05-01,575,42.91
Month,2022-05-01,576,23.96
Month,2022-05-01,577,24.93
Month,2022-05-01,578,23.94
Month,2022-05-01,580,21.95
Month,2022-05-01,581,20.95
Month,2022-05-01,582,44.92
Month,2022-05-01,583,10.98
Month,2022-05-01,585,17.96
Month,2022-05-01,586,15.95
Month,2022-05-01,587,30.94
Month,2022-05-01,588,24.93
Month,2022-05-01,589,19.96
Month,2022-05-01,590,22.95
Month,2022-05-01,591,22.95
Month,2022-05-01,592,18.98
Month,2022-05-01,594,13.96
Month,2022-05-01,596,25.93
Month,2022-05-01,597,17.96
Month,2022-05-01,598,13.96
Month,2022-05-01,599,25.95
Month,2022-05-01,52,21.96
Month,2022-05-01,57,7.97
Month,2022-05-01,62,17.96
Month,2022-05-01,82,23.96
Month,2022-05-01,102,10.98
Month,2022-05-01,107,10.97
Month,2022-05-01,123,17.97
Month,2022-05-01,126,9.97
Month,2022-05-01,147,1.98
Month,2022-05-01,163,7.97
Month,2022-05-01,193,13.96
Month,2022-05-01,237,18.96
Month,2022-05-01,251,23.96
Month,2022-05-01,272,17.96
Month,2022-05-01,277,24.94
Month,2022-05-01,282,4.97
Month,2022-05-01,289,23.95
Month,2022-05-01,394,11.97
Month,2022-05-01,401,2.98
Month,2022-05-01,402,8.96
Month,2022-05-01,431,12.97
Month,2022-05-01,515,11.96
Month,2022-07-01,1,18.93
Month,2022-07-01,3,16.97
Month,2022-07-01,5,6.97
Month,2022-07-01,6,23.95
Month,2022-07-01,7,15.95
Month,2022-07-01,8,13.95
Month,2022-07-01,9,9.96
Month,2022-07-01,10,13.96
Month,2022-07-01,11,31.96
Month,2022-07-01,12,33.94
Month,2022-07-01,13,14.98
Month,2022-07-01,14,35.93
Month,2022-07-01,15,19.96
Month,2022-07-01,16,4.98
Month,2022-07-01,17,15.97
Month,2022-07-01,19,6.97
Month,2022-07-01,21,22.95
Month,2022-07-01,23,22.94
Month,2022-07-01,24,16.95
Month,2022-07-01,25,8.97
Month,2022-07-01,27,35.93
Month,2022-07-01,28,14.95
Month,2022-07-01,29,13.97
Month,2022-07-01,30,17.94
Month,2022-07-01,31,36.93
Month,2022-07-01,32,20.96
Month,2022-07-01,33,9.96
Month,2022-07-01,34,17.96
Month,2022-07-01,35,24.93
Month,2022-07-01,38,17.95
Month,2022-07-01,39,35.92
Month,2022-07-01,41,28.95
Month,2022-07-01,44,39.91
Month,2022-07-01,46,22.95
Month,2022-07-01,47,22.95
Month,2022-07-01,48,26.95
Month,2022-07-01,51,18.95
Month,2022-07-01,52,18.94
Month,2022-07-01,54,17.96
Month,2022-07-01,56,14.97
Month,2022-07-01,57,16.94
Month,2022-07-01,58,17.94
Month,2022-07-01,59,22.96
Month,2022-07-01,61,19.97
Month,2022-07-01,62,5.96
Month,2022-07-01,64,9.95
Month,2022-07-01,66,21.95
Month,2022-07-01,67,15.96
Month,2022-07-01,68,13.97
Month,2022-07-01,70,13.97
Month,2022-07-01,71,15.97
Month,2022-07-01,72,12.96
Month,2022-07-01,73,18.95
Month,2022-07-01,75,24.94
Month,2022-07-01,77,17.96
Month,2022-07-01,78,8.97
Month,2022-07-01,79,16.96
Month,2022-07-01,83,27.94
Month,2022-07-01,84,28.95
Month,2022-07-01,85,15.97
Month,2022-07-01,86,13.98
Month,2022-07-01,87,26.95
Month,2022-07-01,88,6.97
Month,2022-07-01,89,10.97
Month,2022-07-01,90,24.94
Month,2022-07-01,91,21.94
Month,2022-07-01,94,25.95
Month,2022-07-01,96,25.94
Month,2022-07-01,97,18.93
Month,2022-07-01,98,22.95
Month,2022-07-01,99,14.95
Month,2022-07-01,101,27.95
Month,2022-07-01,102,31.93
Month,2022-07-01,103,12.97
Month,2022-07-01,104,18.96
Month,2022-07-01,106,14.97
Month,2022-07-01,107,11.95
Month,2022-07-01,110,10.96
Month,2022-07-01,111,12.97
Month,2022-07-01,112,24.94
Month,2022-07-01,113,18.94
Month,2022-07-01,114,18.95
Month,2022-07-01,116,30.94
Month,2022-07-01,117,19.96
Month,2022-07-01,119,20.94
Month,2022-07-01,120,22.93
Month,2022-07-01,121,24.94
Month,2022-07-01,122,8.97
Month,2022-07-01,123,28.94
Month,2022-07-01,125,36.92
Month,2022-07-01,126,24.94
Month,2022-07-01,128,7.96
Month,2022-07-01,129,12.97
Month,2022-07-01,130,21.95
Month,2022-07-01,131,15.96
Month,2022-07-01,132,13.96
Month,2022-07-01,133,5.97
Month,2022-07-01,135,18.94
Month,2022-07-01,137,28.93
Month,2022-07-01,138,11.95
Month,2022-07-01,140,16.98
Month,2022-07-01,141,19.97
Month,2022-07-01,142,23.92
Month,2022-07-01,144,26.94
Month,2022-07-01,146,32.95
Month,2022-07-01,147,15.95
Month,2022-07-01,148,17.96
Month,2022-07-01,149,22.93
Month,2022-07-01,150,13.96
Month,2022-07-01,151,10.97
Month,2022-07-01,152,15.95
Month,2022-07-01,153,11.97
Month,2022-07-01,154,36.93
Month,2022-07-01,155,19.96
Month,2022-07-01,156,18.95
Month,2022-07-01,157,14.96
Month,2022-07-01,158,15.96
Month,2022-07-01,160,37.93
Month,2022-07-01,161,16.96
Month,2022-07-01,162,8.97
Month,2022-07-01,163,19.95
Month,2022-07-01,164,12.96
Month,2022-07-01,166,33.94
Month,2022-07-01,167,30.94
Month,2022-07-01,168,26.93
Month,2022-07-01,169,10.97
Month,2022-07-01,170,9.96
Month,2022-07-01,171,30.94
Month,2022-07-01,172,2.98
Month,2022-07-01,174,20.94
Month,2022-07-01,176,24.95
Month,2022-07-01,177,9.97
Month,2022-07-01,178,17.97
Month,2022-07-01,179,19.97
Month,2022-07-01,181,22.96
Month,2022-07-01,182,26.92
Month,2022-07-01,185,21.94
Month,2022-07-01,186,27.93
Month,2022-07-01,187,34.95
Month,2022-07-01,189,9.97
Month,2022-07-01,190,26.93
Month,2022-07-01,191,15.97
Month,2022-07-01,193,22.95
Month,2022-07-01,194,4.98
Month,2022-07-01,196,8.97
Month,2022-07-01,197,25.94
Month,2022-07-01,198,7.97
Month,2022-07-01,200,36.93
Month,2022-07-01,201,19.95
Month,2022-07-01,202,10.97
Month,2022-07-01,203,10.97
Month,2022-07-01,207,26.94
Month,2022-07-01,210,22.96
Month,2022-07-01,211,31.94
Month,2022-07-01,214,18.95
Month,2022-07-01,215,18.93
Month,2022-07-01,216,21.95
Month,2022-07-01,218,4.97
Month,2022-07-01,220,37.9
Month,2022-07-01,221,51.89
Month,2022-07-01,223,15.97
Month,2022-07-01,225,23.95
Month,2022-07-01,226,14.95
Month,2022-07-01,227,22.93
Month,2022-07-01,228,18.95
Month,2022-07-01,230,16.96
Month,2022-07-01,232,10.95
Month,2022-07-01,233,18.95
Month,2022-07-01,234,7.97
Month,2022-07-01,236,17.96
Month,2022-07-01,237,21.94
Month,2022-07-01,238,21.96
Month,2022-07-01,239,28.95
Month,2022-07-01,241,15.95
Month,2022-07-01,242,21.95
Month,2022-07-01,243,19.93
Month,2022-07-01,244,32.92
Month,2022-07-01,245,17.94
Month,2022-07-01,246,15.97
Month,2022-07-01,249,24.94
Month,2022-07-01,251,14.95
Month,2022-07-01,253,25.94
Month,2022-07-01,254,6.97
Month,2022-07-01,256,18.96
Month,2022-07-01,257,22.93
Month,2022-07-01,258,6.97
Month,2022-07-01,259,29.94
Month,2022-07-01,260,20.94
Month,2022-07-01,261,16.96
Month,2022-07-01,262,19.96
Month,2022-07-01,263,14.95
Month,2022-07-01,264,13.97
Month,2022-07-01,265,18.94
Month,2022-07-01,266,11.97
Month,2022-07-01,270,11.96
Month,2022-07-01,272,19.96
Month,2022-07-01,273,14.96
Month,2022-07-01,274,7.97
Month,2022-07-01,275,23.94
Month,2022-07-01,276,25.94
Month,2022-07-01,277,19.96
Month,2022-07-01,278,13.95
Month,2022-07-01,279,14.96
Month,2022-07-01,280,16.96
Month,2022-07-01,281,12.97
Month,2022-07-01,282,9.97
Month,2022-07-01,283,6.97
Month,2022-07-01,284,22.95
Month,2022-07-01,286,38.92
Month,2022-07-01,287,17.95
Month,2022-07-01,288,9.97
Month,2022-07-01,289,14.98
Month,2022-07-01,290,15.95
Month,2022-07-01,291,13.97
Month,2022-07-01,293,31.96
Month,2022-07-01,294,14.97
Month,2022-07-01,295,21.96
Month,2022-07-01,296,18.96
Month,2022-07-01,297,26.95
Month,2022-07-01,298,21.94
Month,2022-07-01,299,14.97
Month,2022-07-01,300,13.96
Month,2022-07-01,301,16.96
Month,2022-07-01,302,31.92
Month,2022-07-01,303,12.97
Month,2022-07-01,304,24.94
Month,2022-07-01,305,16.96
Month,2022-07-01,306,32.93
Month,2022-07-01,307,26.95
Month,2022-07-01,310,13.98
Month,2022-07-01,312,22.95
Month,2022-07-01,313,33.91
Month,2022-07-01,314,26.93
Month,2022-07-01,316,9.97
Month,2022-07-01,317,2.97
Month,2022-07-01,321,21.96
Month,2022-07-01,323,27.93
Month,2022-07-01,324,20.96
Month,2022-07-01,325,12.97
Month,2022-07-01,327,12.98
Month,2022-07-01,329,13.96
Month,2022-07-01,330,11.97
Month,2022-07-01,331,18.96
Month,2022-07-01,332,14.96
Month,2022-07-01,334,21.96
Month,2022-07-01,335,6.97
Month,2022-07-01,336,19.95
Month,2022-07-01,337,7.97
Month,2022-07-01,340,47.91
Month,2022-07-01,342,29.92
Month,2022-07-01,343,32.92
Month,2022-07-01,345,16.97
Month,2022-07-01,346,46.91
Month,2022-07-01,347,31.94
Month,2022-07-01,349,16.95
Month,2022-07-01,350,12.96
Month,2022-07-01,351,2.98
Month,2022-07-01,352,18.95
Month,2022-07-01,354,27.92
Month,2022-07-01,355,15.97
Month,2022-07-01,356,7.97
Month,2022-07-01,359,13.96
Month,2022-07-01,360,17.96
Month,2022-07-01,361,14.95
Month,2022-07-01,363,10.97
Month,2022-07-01,364,18.96
Month,2022-07-01,365,9.97
Month,2022-07-01,367,25.96
Month,2022-07-01,368,32.92
Month,2022-07-01,369,13.94
Month,2022-07-01,370,20.94
Month,2022-07-01,371,16.97
Month,2022-07-01,372,9.97
Month,2022-07-01,373,15.95
Month,2022-07-01,376,10.98
Month,2022-07-01,379,33.93
Month,2022-07-01,380,30.95
Month,2022-07-01,381,13.94
Month,2022-07-01,382,39.92
Month,2022-07-01,383,16.96
Month,2022-07-01,384,31.94
Month,2022-07-01,386,15.96
Month,2022-07-01,389,15.97
Month,2022-07-01,390,50.9
Month,2022-07-01,391,7.96
Month,2022-07-01,392,17.95
Month,2022-07-01,393,11.95
Month,2022-07-01,394,19.95
Month,2022-07-01,397,17.96
Month,2022-07-01,400,23.95
Month,2022-07-01,401,8.97
Month,2022-07-01,402,9.97
Month,2022-07-01,404,36.95
Month,2022-07-01,406,31.93
Month,2022-07-01,407,15.95
Month,2022-07-01,408,10.97
Month,2022-07-01,409,13.96
Month,2022-07-01,410,36.92
Month,2022-07-01,412,10.97
Month,2022-07-01,413,4.97
Month,2022-07-01,414,18.96
Month,2022-07-01,415,18.96
Month,2022-07-01,417,11.97
Month,2022-07-01,418,11.96
Month,2022-07-01,419,8.96
Month,2022-07-01,421,11.96
Month,2022-07-01,422,4.98
Month,2022-07-01,423,18.95
Month,2022-07-01,424,29.9
Month,2022-07-01,425,21.94
Month,2022-07-01,426,30.95
Month,2022-07-01,427,28.94
Month,2022-07-01,428,19.95
Month,2022-07-01,430,11.97
Month,2022-07-01,432,12.97
Month,2022-07-01,433,21.95
Month,2022-07-01,434,24.94
Month,2022-07-01,435,28.95
Month,2022-07-01,437,11.95
Month,2022-07-01,438,17.95
Month,2022-07-01,439,24.95
Month,2022-07-01,441,26.95
Month,2022-07-01,442,32.93
Month,2022-07-01,443,32.93
Month,2022-07-01,444,11.96
Month,2022-07-01,445,20.95
Month,2022-07-01,446,21.95
Month,2022-07-01,447,17.96
Month,2022-07-01,448,28.93
Month,2022-07-01,449,27.94
Month,2022-07-01,451,15.98
Month,2022-07-01,452,4.96
Month,2022-07-01,453,10.97
Month,2022-07-01,454,31.94
Month,2022-07-01,455,22.95
Month,2022-07-01,456,12.96
Month,2022-07-01,457,16.96
Month,2022-07-01,459,20.95
Month,2022-07-01,461,30.93
Month,2022-07-01,462,12.96
Month,2022-07-01,464,9.97
Month,2022-07-01,465,13.97
Month,2022-07-01,466,26.96
Month,2022-07-01,469,18.95
Month,2022-07-01,470,45.91
Month,2022-07-01,471,24.96
Month,2022-07-01,472,10.97
Month,2022-07-01,473,9.96
Month,2022-07-01,474,16.94
Month,2022-07-01,475,10.98
Month,2022-07-01,476,20.95
Month,2022-07-01,477,25.95
Month,2022-07-01,478,17.96
Month,2022-07-01,480,17.95
Month,2022-07-01,481,12.96
Month,2022-07-01,482,14.96
Month,2022-07-01,484,17.96
Month,2022-07-01,485,34.93
Month,2022-07-01,487,17.96
Month,2022-07-01,489,23.95
Month,2022-07-01,490,19.94
Month,2022-07-01,491,30.95
Month,2022-07-01,493,16.97
Month,2022-07-01,495,18.96
Month,2022-07-01,496,18.94
Month,2022-07-01,497,31.94
Month,2022-07-01,498,14.94
Month,2022-07-01,499,2.98
Month,2022-07-01,500,19.96
Month,2022-07-01,501,8.97
Month,2022-07-01,502,15.96
Month,2022-07-01,503,21.94
